,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_apertures,number_of_dots,number_of_sets,coherent_direction,coherence,opposite_coherence,dot_radius,dot_life,move_distance,aperture_width,aperture_height,dot_color,background_color,RDK_type,aperture_type,reinsert_type,frame_rate,frame_rate_array,number_of_frames,aperture_center_x,aperture_center_y,fixation_cross,fixation_cross_width,fixation_cross_height,fixation_cross_color,fixation_cross_thickness,border,colour_config,rotation_config,border_color,canvas_width,canvas_height,stair_coh1,stair_coh2
170,RDK,170,232513,0.0-16.28-2.28,1083.9849999756552,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.1127560880277731,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.305370370357265,"[10.739999997895211,13.340000004973263,13.524999987566844,13.13000000664033,13.355000002775341,13.310000009369105,13.349999993806705,13.319999998202547,13.299999991431832,13.41000001411885,13.269999995827675,13.334999996004626,13.435000000754371,13.524999987566844,13.040000019827858,13.414999993983656,13.275000004796311,13.314999989233911,13.399999996181577,13.275000004796311,13.325000007171184,13.479999994160607,13.180000009015203,13.444999989587814,13.319999998202547,16.969999996945262,9.7150000219699,13.414999993983656,13.204999995650724,13.405000005150214,13.384999998379499,13.234999991254881,13.550000003306195,13.32999998703599,13.520000007702038,13.074999995296821,13.280000013764948,13.334999996004626,13.230000011390075,13.379999989410862,13.355000002775341,13.24999998905696,13.399999996181577,13.265000015962869,13.405000005150214,13.349999993806705,13.429999991785735,13.234999991254881,13.400000025285408,13.294999982463196,13.340000004973263,13.299999991431832,13.41000001411885,13.405000005150214,13.244999980088323,13.310000009369105,13.319999998202547,13.305000000400469,13.319999998202547,13.500000000931323,13.305000000400469,13.240000000223517,13.464999996358529,13.340000004973263,13.199999986682087,13.430000020889565,13.259999977890402,13.420000002952293,13.315000018337741,13.364999991608784,13.345000013941899,13.32999998703599,13.390000007348135,13.384999998379499,13.32999998703599,13.180000009015203,13.314999989233911,13.44999999855645,13.275000004796311,16.430000017862767,10.279999987687916]",81.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
171,html-keyboard-response,171,233065,0.0-16.28-3.28,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,html-keyboard-response,172,233666,0.0-16.29-0.29,,<font color='grey'>coh2</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,html-keyboard-response,173,233917,0.0-16.29-1.29,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,RDK,174,234714,0.0-16.29-2.29,795.4550000140442,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.26672885459953255",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.331525423859988,"[15.98500000545755,10.39500001934357,13.48999998299405,13.195000006817281,13.184999988880008,13.460000016493723,13.359999982640147,13.37000000057742,13.235000020358711,13.284999993629754,13.494999991962686,13.234999991254881,13.400000025285408,13.19499997771345,13.390000007348135,13.429999991785735,13.245000009192154,13.310000009369105,13.429999991785735,13.195000006817281,13.474999985191971,13.180000009015203,13.364999991608784,13.375000009546056,13.405000005150214,13.204999995650724,13.44999999855645,13.310000009369105,13.37000000057742,13.294999982463196,13.384999998379499,13.315000018337741,13.414999993983656,13.325000007171184,13.24999998905696,13.279999984661117,13.33000001613982,13.364999991608784,13.420000002952293,13.280000013764948,13.429999991785735,13.195000006817281,13.32999998703599,13.435000000754371,13.384999998379499,13.295000011567026,13.379999989410862,13.29000000259839,13.319999998202547,13.384999998379499,13.299999991431832,13.295000011567026,13.399999996181577,13.305000000400469,13.305000000400469,13.395000016316772,13.309999980265275,13.365000020712614,13.359999982640147]",59.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
175,html-keyboard-response,175,235268,0.0-16.29-3.29,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,html-keyboard-response,176,235770,0.0-16.30-0.30,,<font color='grey'>coh1</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,html-keyboard-response,177,236022,0.0-16.30-1.30,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,RDK,178,237465,0.0-16.30-2.30,1442.6350000139792,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.09510645629761236",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.26648148150761,"[5.80500002251938,13.189999997848645,13.374999980442226,13.470000005327165,13.225000002421439,13.299999991431832,13.340000004973263,13.29000000259839,13.390000007348135,13.344999984838068,13.155000022379681,13.40999998501502,13.37000000057742,13.399999996181577,13.364999991608784,13.190000026952475,13.444999989587814,13.269999995827675,13.360000011743978,13.435000000754371,13.384999998379499,13.084999984130263,13.425000011920929,13.334999996004626,13.435000000754371,13.344999984838068,13.380000018514693,13.199999986682087,13.395000016316772,13.414999993983656,13.279999984661117,13.265000015962869,13.29000000259839,13.390000007348135,13.464999996358529,13.259999977890402,13.335000025108457,13.334999996004626,13.340000004973263,13.299999991431832,13.344999984838068,13.365000020712614,13.284999993629754,13.394999987212941,13.345000013941899,13.245000009192154,13.324999978067353,13.420000002952293,13.260000006994233,13.429999991785735,13.325000007171184,13.279999984661117,13.360000011743978,13.425000011920929,13.21000000461936,13.314999989233911,13.37000000057742,13.379999989410862,13.33000001613982,13.384999998379499,13.364999991608784,13.334999996004626,13.204999995650724,13.360000011743978,13.40999998501502,13.335000025108457,13.234999991254881,16.40999998198822,10.420000005979091,13.185000017983839,13.344999984838068,13.435000000754371,13.225000002421439,13.349999993806705,13.420000002952293,13.269999995827675,13.384999998379499,13.345000013941899,13.340000004973263,13.294999982463196,13.425000011920929,13.284999993629754,13.355000002775341,13.405000005150214,13.175000000046566,16.654999984893948,10.145000007469207,13.390000007348135,13.240000000223517,13.37000000057742,16.284999990602955,10.349999996833503,13.445000018691644,13.294999982463196,13.254999998025596,13.300000020535663,13.514999998733401,13.244999980088323,13.340000004973263,13.364999991608784,13.380000018514693,13.24999998905696,13.355000002775341,13.319999998202547,13.254999998025596,13.390000007348135,13.32999998703599,13.405000005150214]",108.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
179,html-keyboard-response,179,238017,0.0-16.30-3.30,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,html-keyboard-response,180,238518,0.0-16.31-0.31,,<font color='grey'>coh2</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,html-keyboard-response,181,238770,0.0-16.31-1.31,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,RDK,182,239680,0.0-16.31-2.31,909.1449999832547,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.26672885459953255,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.217500000096418,"[5.295000009937212,13.424999982817098,13.17000002018176,13.259999977890402,13.355000002775341,13.310000009369105,13.40999998501502,13.295000011567026,13.52999999653548,13.150000013411045,13.444999989587814,13.295000011567026,13.254999998025596,13.389999978244305,13.375000009546056,13.215000013587996,13.399999996181577,13.309999980265275,13.440000009723008,13.180000009015203,13.359999982640147,13.440000009723008,13.355000002775341,13.435000000754371,13.054999988526106,13.480000023264438,13.349999993806705,13.260000006994233,13.349999993806705,13.24999998905696,13.475000014295802,13.359999982640147,13.265000015962869,13.364999991608784,13.32999998703599,13.384999998379499,13.25000001816079,13.394999987212941,13.325000007171184,13.394999987212941,13.305000000400469,13.310000009369105,13.435000000754371,13.29000000259839,16.419999999925494,10.260000010021031,13.48999998299405,13.21000000461936,13.215000013587996,13.359999982640147,13.315000018337741,13.379999989410862,13.344999984838068,13.435000000754371,13.245000009192154,13.325000007171184,13.44999999855645,13.349999993806705,13.200000015785918,13.424999982817098,13.204999995650724,13.380000018514693,13.359999982640147,13.384999998379499,13.345000013941899,13.264999986859038,13.440000009723008,13.260000006994233]",68.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
183,html-keyboard-response,183,240232,0.0-16.31-3.31,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,html-keyboard-response,184,240734,0.0-16.32-0.32,,<font color='grey'>coh1</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,html-keyboard-response,185,240986,0.0-16.32-1.32,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,RDK,186,242661,0.0-16.32-2.32,1673.5899999912365,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.09510645629761236,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.35984000004828,"[16.20000001275912,13.184999988880008,13.405000005150214,13.240000000223517,13.279999984661117,13.345000013941899,17.149999999674037,9.634999994887039,13.325000007171184,13.325000007171184,13.339999975869432,13.340000004973263,13.33000001613982,13.509999989764765,13.219999993452802,13.399999996181577,13.33000001613982,13.305000000400469,13.459999987389892,13.525000016670674,13.015000004088506,13.284999993629754,13.324999978067353,13.285000022733584,13.349999993806705,16.455000004498288,10.309999983292073,13.295000011567026,13.340000004973263,13.424999982817098,13.189999997848645,13.380000018514693,13.37000000057742,13.240000000223517,16.444999986561015,10.695000004488975,12.920000008307397,13.359999982640147,13.310000009369105,13.379999989410862,13.535000005504116,13.365000020712614,13.094999972963706,13.280000013764948,13.459999987389892,13.260000006994233,13.395000016316772,13.394999987212941,13.234999991254881,13.365000020712614,13.40999998501502,13.230000011390075,13.37000000057742,13.294999982463196,13.355000002775341,13.405000005150214,13.334999996004626,13.295000011567026,13.429999991785735,13.325000007171184,13.225000002421439,13.364999991608784,13.295000011567026,13.399999996181577,13.264999986859038,13.315000018337741,13.474999985191971,13.305000000400469,13.280000013764948,13.404999976046383,16.215000010561198,10.340000008000061,13.40999998501502,13.440000009723008,13.284999993629754,13.269999995827675,13.405000005150214,13.33000001613982,13.269999995827675,13.379999989410862,13.399999996181577,13.375000009546056,13.269999995827675,13.390000007348135,13.184999988880008,13.455000007525086,13.399999996181577,13.189999997848645,13.25000001816079,13.509999989764765,13.234999991254881,13.420000002952293,13.254999998025596,13.364999991608784,13.445000018691644,13.214999984484166,13.445000018691644,13.374999980442226,13.455000007525086,13.195000006817281,13.29000000259839,13.390000007348135,13.259999977890402,13.41000001411885,13.275000004796311,13.279999984661117,13.44999999855645,13.325000007171184,13.260000006994233,13.324999978067353,13.420000002952293,13.400000025285408,13.139999995473772,13.359999982640147,13.355000002775341,13.435000000754371,13.280000013764948,13.37000000057742,13.37000000057742,13.214999984484166,13.349999993806705,13.480000023264438,13.229999982286245,13.310000009369105,13.435000000754371]",125.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
187,html-keyboard-response,187,243214,0.0-16.32-3.32,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,html-keyboard-response,188,243816,0.0-16.33-0.33,,<font color='grey'>coh2</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,html-keyboard-response,189,244066,0.0-16.33-1.33,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,RDK,190,244869,0.0-16.33-2.33,802.5949999864679,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.2249779732251292",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.182500000402793,"[4.155000002356246,13.225000002421439,13.355000002775341,13.384999998379499,13.165000011213124,13.420000002952293,13.299999991431832,13.295000011567026,13.339999975869432,13.470000005327165,13.185000017983839,13.37000000057742,13.389999978244305,13.285000022733584,13.474999985191971,13.254999998025596,13.254999998025596,13.510000018868595,13.279999984661117,13.334999996004626,13.375000009546056,13.379999989410862,13.240000000223517,13.334999996004626,13.420000002952293,13.29000000259839,13.189999997848645,13.455000007525086,13.375000009546056,13.324999978067353,13.295000011567026,13.52999999653548,13.080000004265457,13.440000009723008,13.229999982286245,13.425000011920929,13.24999998905696,13.405000005150214,13.299999991431832,13.285000022733584,13.349999993806705,13.420000002952293,13.269999995827675,13.464999996358529,13.269999995827675,13.29000000259839,13.444999989587814,13.33000001613982,13.305000000400469,13.299999991431832,13.445000018691644,13.294999982463196,13.280000013764948,13.420000002952293,13.254999998025596,13.314999989233911,13.390000007348135,13.279999984661117,13.334999996004626,13.415000023087487]",60.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
191,html-keyboard-response,191,245421,0.0-16.33-3.33,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,html-keyboard-response,192,245922,0.0-16.34-0.34,,<font color='grey'>coh1</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,html-keyboard-response,193,246174,0.0-16.34-1.34,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,RDK,194,246933,0.0-16.34-2.34,758.3549999981187,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.08021950909880543",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.172280701518615,"[3.884999983711168,16.470000002300367,10.065000009490177,13.325000007171184,13.44999999855645,13.229999982286245,13.340000004973263,13.384999998379499,13.265000015962869,13.390000007348135,13.28999997349456,13.365000020712614,13.37000000057742,13.374999980442226,13.29000000259839,13.415000023087487,13.240000000223517,13.324999978067353,13.399999996181577,13.29000000259839,13.340000004973263,13.340000004973263,13.399999996181577,13.254999998025596,13.349999993806705,13.44999999855645,13.195000006817281,13.345000013941899,16.48999997996725,10.31500002136454,16.954999999143183,9.674999979324639,13.365000020712614,13.384999998379499,13.275000004796311,13.404999976046383,13.275000004796311,13.319999998202547,13.405000005150214,13.319999998202547,13.340000004973263,13.314999989233911,13.360000011743978,13.269999995827675,13.319999998202547,13.435000000754371,13.429999991785735,13.085000013234094,13.360000011743978,13.309999980265275,13.360000011743978,13.319999998202547,13.379999989410862,13.334999996004626,13.300000020535663,13.544999994337559,13.32999998703599]",57.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
195,html-keyboard-response,195,247486,0.0-16.34-3.34,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,html-keyboard-response,196,248087,0.0-16.35-0.35,,<font color='grey'>coh2</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,html-keyboard-response,197,248339,0.0-16.35-1.35,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,RDK,198,249016,0.0-16.35-2.35,676.9900000072084,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.2249779732251292,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.32519999996293,"[12.839999981224537,13.325000007171184,13.40999998501502,13.135000015608966,13.325000007171184,13.240000000223517,13.389999978244305,13.355000002775341,13.280000013764948,13.439999980619177,16.28000001073815,10.295000014593825,13.359999982640147,13.44999999855645,13.295000011567026,13.305000000400469,13.390000007348135,13.234999991254881,13.279999984661117,13.44999999855645,13.300000020535663,13.364999991608784,13.310000009369105,13.389999978244305,13.285000022733584,13.405000005150214,13.32999998703599,13.284999993629754,13.384999998379499,13.345000013941899,16.294999979436398,13.365000020712614,10.35500000580214,16.340000001946464,10.839999973541126,12.760000012349337,13.334999996004626,13.444999989587814,13.285000022733584,13.364999991608784,13.295000011567026,13.344999984838068,13.310000009369105,13.464999996358529,13.509999989764765,13.070000015432015,13.324999978067353,13.320000027306378,13.324999978067353,13.430000020889565]",50.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
199,html-keyboard-response,199,249569,0.0-16.35-3.35,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,html-keyboard-response,200,250171,0.0-16.36-0.36,,<font color='grey'>coh1</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,html-keyboard-response,201,250422,0.0-16.36-1.36,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,RDK,202,251267,0.0-16.36-2.36,844.0949999785516,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.08021950909880543",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.289841269845116,"[10.37999999243766,13.444999989587814,13.175000000046566,13.445000018691644,13.394999987212941,13.245000009192154,13.269999995827675,13.349999993806705,13.360000011743978,13.340000004973263,13.379999989410862,13.269999995827675,13.319999998202547,13.414999993983656,13.375000009546056,13.260000006994233,13.355000002775341,13.364999991608784,13.275000004796311,13.279999984661117,13.455000007525086,13.225000002421439,20.315000001573935,6.4999999885912985,13.315000018337741,13.325000007171184,13.344999984838068,13.230000011390075,13.349999993806705,13.355000002775341,13.359999982640147,13.340000004973263,13.295000011567026,13.364999991608784,13.319999998202547,13.355000002775341,13.485000003129244,13.219999993452802,13.364999991608784,13.235000020358711,13.374999980442226,13.33000001613982,13.334999996004626,13.405000005150214,13.29000000259839,13.394999987212941,13.340000004973263,13.234999991254881,13.415000023087487,13.309999980265275,13.435000000754371,13.254999998025596,13.319999998202547,13.325000007171184,13.360000011743978,13.32999998703599,13.390000007348135,13.264999986859038,13.355000002775341,13.405000005150214,13.280000013764948,13.32999998703599,13.325000007171184]",63.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
203,html-keyboard-response,203,251819,0.0-16.36-3.36,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,html-keyboard-response,204,252420,0.0-16.37-0.37,,<font color='grey'>coh2</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
